time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1786280344999537400,63.17953735351563,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.4809044039488337,3,46.40233665944909,0
1786280345999500000,64.1795,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.456859183751392,3,46.40233665944909,0
1786280346999465200,65.17946533203126,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.4340162245638224,3,46.40233665944909,0
1786280347999431700,66.179431640625,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.4147077608678975,3,46.40233665944909,0
1786280348999400700,67.17940063476563,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.3994156003054696,3,46.40233665944909,0
1786280349999373300,68.17937329101562,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.433232280452466,3,46.40233665944909,0
1786280350999346000,69.17934594726563,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.433232280452466,3,46.40233665944909,0
1786280351999321900,70.17932177734374,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.411570666429842,3,46.40233665944909,0
1786280352999298600,71.17929858398438,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.3909921331083503,3,46.40233665944909,0
1786280353999277600,72.17927758789062,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.371442526452933,3,46.40233665944909,0
1786280354999257000,73.17925708007813,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.352870400130286,3,46.40233665944909,0
1786280355999239700,74.17923974609376,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.349435556907318,3,46.40233665944909,0
1786280356999223300,75.17922338867187,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.3319637790619523,3,46.40233665944909,0
1786280357999206700,76.17920654296876,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.3153655901088546,3,46.40233665944909,0
1786280358999191800,77.17919189453124,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.307615608603605,3,46.40233665944909,0
1786280359999178000,78.17917797851563,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.2965942363992813,3,46.40233665944909,0
1786280360999166200,79.17916625976562,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.281764524579317,3,46.40233665944909,0
1786280361999155200,80.1791552734375,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.28664008519238,3,46.40233665944909,0
1786280362999144200,81.17914428710938,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.272308080932761,3,46.40233665944909,0
1786280363999134700,82.179134765625,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.267023254838457,3,46.40233665944909,0
1786280364999126300,83.17912622070313,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.2608499690989263,3,46.40233665944909,0
1786280365999117800,84.17911791992188,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.24780747064398,3,46.40233665944909,0
1786280366999110100,85.17911010742188,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.2767384173880214,3,46.40233665944909,0
1786280367999104300,86.17910424804687,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.2777284417325885,3,46.40233665944909,0
1786280368999097600,87.17909765625,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.336911263586963,3,46.40233665944909,0
1786280369999092700,88.1790927734375,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.383197447054195,3,46.40233665944909,0
1786280370999087900,89.179087890625,31.39265821967274,0.3080157138848601,-1,51.80589376699633,31.80265821609646,-1,2.4058659103155864,3,46.40233665944909,0
1786280371999082800,90.17908276367187,31.39265821967274,0.2746225532823151,180,51.80589376699633,31.80265821609646,219.83166916135016,2.43689304988498,3,46.40233665944909,0
